0_0, 0_1, 0_2, 1_0, 1_1, 1_2, 2_0, 2_1, 2_2, has_horizontal, has_vertical
0.305, 0.615, 0, 0.305, 0.615, 0, 0.305, 0.615, 0, 0, 1
0.811, 0, 0.514, 0.811, 0, 0.514, 0.811, 0, 0.514, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.221, 0.632, 0.632, 0.853, 0.104, 0.104, 0.326, 1, 1
0.825, 0, 0, 0.825, 0, 0, 0.825, 0, 0, 0, 1
0.133, 0.133, 0.424, 0, 0, 0.291, 0, 0, 0.291, 1, 1
0.1, 0, 0.772, 0.554, 0.454, 1, 0.748, 0.648, 1, 1, 1
0, 0.314, 0.969, 0, 0.314, 0.969, 0, 0.314, 0.969, 0, 1
1, 1, 0.933, 0.823, 1, 0.723, 0.1, 0.47, 0, 1, 1
0.634, 0.634, 0.634, 0, 0, 0, 0, 0, 0, 1, 0
0.768, 0, 0.445, 0.768, 0, 0.445, 1, 1, 1, 1, 1
0.153, 0.647, 0, 0.672, 1, 0.519, 1, 1, 1, 1, 1
0, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0.753, 0.753, 0.753, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0.1, 0.1, 0.626, 0.626, 0.626, 0, 0, 0, 1, 0
0, 0.91, 0, 0, 0.91, 0, 0, 0.91, 0, 0, 1
0.105, 0, 0, 0.105, 0, 0, 0.105, 0, 0, 0, 1
0, 0, 0.398, 0, 0, 0.398, 0, 0, 0.398, 0, 1
0, 0.408, 0.349, 0, 0.408, 0.349, 0, 0.408, 0.349, 0, 1
0, 0, 0, 0, 0, 0, 0.487, 0.487, 0.487, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.44, 0.836, 0, 0.44, 0.836, 0, 0.44, 0.836, 0, 0, 1
0, 0, 0, 0.863, 0.863, 0.863, 0.101, 0.101, 0.101, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.237, 0.237, 0.237, 0.1, 0.1, 0.1, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 1, 1, 1, 0.364, 0.364, 0.364, 1, 0
0, 0, 0.1, 0.1, 0.1, 0.2, 0, 0, 0.1, 1, 1
0, 0.46, 0, 0, 0.46, 0, 0, 0.46, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.559, 0, 0, 0.559, 0, 0, 0.559, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.829, 0.528, 0.528, 0.301, 0, 0, 0.301, 0, 0, 1, 1
0.359, 0.979, 0, 1, 1, 0.921, 0.359, 0.979, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.445, 1, 0.445, 0, 0.566, 0, 0.343, 0.908, 0.343, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0.1, 0.1, 0.94, 0.94, 0.94, 0, 0, 0, 1, 0
0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 1, 0
0.1, 0.1, 0.1, 0, 0, 0, 0.522, 0.522, 0.522, 1, 0
0, 0, 0.696, 0, 0, 0.696, 0.223, 0.223, 0.919, 1, 1
0.684, 1, 0.684, 0, 0.488, 0, 0.232, 0.719, 0.232, 1, 1
0, 0, 0.205, 0.639, 0.639, 0.844, 0, 0, 0.205, 1, 1
0, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0, 1, 0
0.782, 1, 1, 0, 0.641, 0.68, 0, 0.641, 0.68, 1, 1
0, 0, 0.928, 0, 0, 0.928, 0, 0, 0.928, 0, 1
1, 1, 1, 0, 0, 0, 0.572, 0.572, 0.572, 1, 0
0, 0, 0.815, 0.1, 0.1, 0.915, 0, 0, 0.815, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.585, 0, 0.347, 0.585, 0, 0.347, 0.585, 0, 0.347, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.276, 0.627, 0, 0.276, 0.627, 0, 0.276, 0.627, 0, 0, 1
0, 0, 0, 0, 0, 0, 0.223, 0.223, 0.223, 1, 0
0, 0, 0.821, 0, 0, 0.821, 0, 0, 0.821, 0, 1
0.604, 0, 0.448, 0.604, 0, 0.448, 1, 0.454, 0.902, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.397, 0.397, 0.397, 0, 0, 0, 0.603, 0.603, 0.603, 1, 0
0.44, 0, 0.331, 0.44, 0, 0.331, 0.44, 0, 0.331, 0, 1
0, 0, 0, 0, 0, 0, 0.727, 0.727, 0.727, 1, 0
0.338, 0, 0, 0.338, 0, 0, 0.338, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.373, 0.602, 0, 0.373, 0.602, 0, 0.373, 0.602, 0, 0, 1
0, 0.53, 0, 0, 0.53, 0, 0.532, 1, 0.532, 1, 1
0, 0.851, 0.1, 0, 0.851, 0.1, 0, 0.851, 0.1, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.949, 0.972, 0.531, 1, 1, 0, 0.949, 0.972, 1, 1
0.39, 0.964, 0, 0.887, 1, 0.497, 0.39, 0.964, 0, 1, 1
0.221, 0, 0, 0.221, 0, 0, 0.221, 0, 0, 0, 1
1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1
0.18, 0, 0.1, 0.964, 0.784, 0.884, 0.18, 0, 0.1, 1, 1
0.911, 0, 0, 0.911, 0, 0, 0.911, 0, 0, 0, 1
0.396, 0, 0, 0.396, 0, 0, 0.496, 0.1, 0.1, 1, 1
0.442, 0.442, 0.442, 0, 0, 0, 0, 0, 0, 1, 0
0.971, 0, 0, 0.971, 0, 0, 0.971, 0, 0, 0, 1
0, 0, 0.686, 0.1, 0.1, 0.786, 0.844, 0.844, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.855, 0.328, 0, 0.855, 0.328, 0.65, 1, 0.978, 1, 1
0.638, 1, 0, 0.638, 1, 0, 0.638, 1, 0, 0, 1
0, 0.1, 0, 0, 0.1, 0, 0.724, 0.824, 0.724, 1, 1
0.281, 0.139, 0, 0.281, 0.139, 0, 0.281, 0.139, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 0, 0.1, 0, 0, 0.1, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.822, 0.822, 0.822, 0.253, 0.253, 0.253, 1, 0
0.912, 0.912, 0.912, 0.578, 0.578, 0.578, 0, 0, 0, 1, 0
0.573, 0.317, 0.317, 0.736, 0.48, 0.48, 0.256, 0, 0, 1, 1
0, 0, 0.1, 0, 0, 0.1, 0, 0, 0.1, 0, 1
0.1, 0.568, 0.1, 0.385, 0.853, 0.385, 0, 0.468, 0, 1, 1
0.695, 0.843, 0.32, 1, 1, 1, 0.375, 0.524, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 1, 1, 1, 0.233, 0.233, 0.233, 1, 0
0, 0, 0, 0.862, 0.862, 0.862, 0, 0, 0, 1, 0
0.249, 0.552, 0, 1, 1, 1, 0.691, 0.994, 0.442, 1, 1
1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0.393, 0.393, 0.393, 1, 0
0.163, 0, 0.709, 0.163, 0, 0.709, 0.163, 0, 0.709, 0, 1
0, 0.1, 0.387, 1, 1, 1, 0.185, 0.285, 0.571, 1, 1
0.331, 0.331, 0.331, 0, 0, 0, 1, 1, 1, 1, 0
0.411, 0.659, 0, 0.411, 0.659, 0, 0.411, 0.659, 0, 0, 1
0, 0, 0, 0.825, 0.825, 0.825, 0.131, 0.131, 0.131, 1, 0
0.401, 0.473, 0, 0.401, 0.473, 0, 0.401, 0.473, 0, 0, 1
0, 1, 0.1, 0, 1, 0.1, 0, 1, 0.1, 0, 1
0, 0, 0, 0.299, 0.299, 0.299, 0, 0, 0, 1, 0
1, 0.672, 0.772, 0.959, 0, 0.1, 1, 0.871, 0.971, 1, 1
0.964, 0, 0, 1, 0.1, 0.1, 0.964, 0, 0, 1, 1
0.426, 0.426, 0.426, 1, 1, 1, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0.76, 0.76, 0.76, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.857, 0, 0.543, 0.857, 0, 0.543, 0.857, 0, 0.543, 0, 1
0.54, 0, 0, 0.54, 0, 0, 0.54, 0, 0, 0, 1
0.137, 0.137, 0.137, 0, 0, 0, 0, 0, 0, 1, 0
0.1, 0.171, 0, 0.2, 0.271, 0.1, 1, 1, 0.938, 1, 1
0.73, 0.73, 0.73, 0.366, 0.366, 0.366, 0, 0, 0, 1, 0
0, 0.545, 0, 0, 0.545, 0, 0, 0.545, 0, 0, 1
0.615, 0.615, 0.615, 0, 0, 0, 0.826, 0.826, 0.826, 1, 0
0.218, 0.218, 0.218, 0, 0, 0, 0.722, 0.722, 0.722, 1, 0
0.413, 0.413, 0.413, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.791, 0, 0, 0.791, 0, 0, 0.791, 0, 1
0, 0, 0, 0.448, 0.448, 0.448, 0.25, 0.25, 0.25, 1, 0
0.366, 0.703, 0, 0.366, 0.703, 0, 0.366, 0.703, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0.721, 0.876, 0.471, 0, 0.155, 0.471, 0, 0.155, 1, 1
0.232, 0.232, 0.232, 0, 0, 0, 1, 1, 1, 1, 0
0.628, 1, 1, 0.1, 0.758, 0.749, 0, 0.658, 0.649, 1, 1
0.207, 0.207, 0.207, 0, 0, 0, 0.1, 0.1, 0.1, 1, 0
0, 0, 0, 0.644, 0.644, 0.644, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0.802, 0.802, 0.802, 1, 0
0.1, 0.1, 0.1, 0.643, 0.643, 0.643, 0, 0, 0, 1, 0
0, 0.458, 0.5, 0, 0.458, 0.5, 0, 0.458, 0.5, 0, 1
0, 0, 0.588, 0, 0, 0.588, 0, 0, 0.588, 0, 1
0.434, 0, 0.438, 0.434, 0, 0.438, 0.675, 0.241, 0.679, 1, 1
0, 0, 0, 0.551, 0.551, 0.551, 0.311, 0.311, 0.311, 1, 0
0.353, 0, 0, 1, 0.698, 0.698, 0.641, 0.288, 0.288, 1, 1
0, 0.518, 0.973, 0.262, 0.78, 1, 0, 0.518, 0.973, 1, 1
1, 0.624, 0.365, 0.968, 0.259, 0, 0.968, 0.259, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.758, 0.758, 0.758, 0.868, 0.868, 0.868, 1, 0
0.706, 0.48, 1, 0.226, 0, 0.779, 0.326, 0.1, 0.879, 1, 1
0.255, 0.388, 0, 0.255, 0.388, 0, 0.255, 0.388, 0, 0, 1
0, 0, 0.813, 0, 0, 0.813, 0, 0, 0.813, 0, 1
0.307, 0, 0, 1, 0.717, 0.717, 0.771, 0.463, 0.463, 1, 1
0.943, 0, 0, 0.943, 0, 0, 0.943, 0, 0, 0, 1
0.707, 0.607, 0.883, 0.1, 0, 0.276, 0.813, 0.713, 0.989, 1, 1
0.801, 0.352, 0, 0.801, 0.352, 0, 0.801, 0.352, 0, 0, 1
1, 1, 1, 0.777, 0.987, 0.777, 0, 0.21, 0, 1, 1
0, 0, 0.29, 0, 0, 0.29, 0, 0, 0.29, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.14, 0.737, 0.737, 0.877, 0, 0, 0.14, 1, 1
0.386, 1, 1, 0, 0.922, 1, 0.904, 1, 1, 1, 1
0, 0.597, 0, 0, 0.597, 0, 0.711, 1, 0.711, 1, 1
0.456, 0, 0, 0.456, 0, 0, 0.556, 0.1, 0.1, 1, 1
0, 0.367, 0, 0.46, 0.828, 0.46, 0.586, 0.953, 0.586, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.473, 0.473, 0.473, 0, 0, 0, 0, 0, 0, 1, 0
0, 0.195, 0, 0, 0.195, 0, 0, 0.195, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0.352, 0.352, 0.352, 1, 0
0, 0.264, 0.177, 0, 0.264, 0.177, 0, 0.264, 0.177, 0, 1
0, 0.1, 0.491, 0, 0.1, 0.491, 0, 0.1, 0.491, 0, 1
0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0.1, 0.1, 0, 0, 0, 0.611, 0.611, 0.611, 1, 0
0.676, 0.676, 0.676, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0.551, 0.551, 0.551, 0, 0, 0, 1, 0
0, 0.1, 0, 0, 0.1, 0, 0, 0.1, 0, 0, 1
0.649, 0.649, 0.649, 0, 0, 0, 0, 0, 0, 1, 0
0, 0.602, 0, 0, 0.602, 0, 0, 0.602, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.473, 0, 0, 0.473, 0, 0, 0.473, 0, 1
0.513, 0.513, 0.413, 0.266, 0.266, 0.166, 0.1, 0.1, 0, 1, 1
0, 0.162, 0, 0, 0.162, 0, 0, 0.162, 0, 0, 1
0, 0.709, 0.1, 0, 0.709, 0.1, 0.692, 1, 0.792, 1, 1
0.282, 0.282, 0.282, 0, 0, 0, 0, 0, 0, 1, 0
0, 0.357, 0, 0, 0.357, 0, 0, 0.357, 0, 0, 1
0.831, 0.146, 0.365, 0.685, 0, 0.218, 0.685, 0, 0.218, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.856, 0.856, 0.856, 0.597, 0.597, 0.597, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.612, 0, 0, 1, 0.61, 0.61, 0.612, 0, 0, 1, 1
0.473, 0, 0, 0.473, 0, 0, 0.473, 0, 0, 0, 1
0, 0, 0, 0.868, 0.868, 0.868, 0.442, 0.442, 0.442, 1, 0
0.577, 0.548, 0, 0.577, 0.548, 0, 0.577, 0.548, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.477, 0, 0, 0.477, 0, 0, 0.477, 0, 0, 0, 1
0, 0, 0, 0.738, 0.738, 0.738, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0.512, 0.512, 0.512, 1, 0
0, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0, 1, 0
0, 0.687, 0.509, 0, 0.687, 0.509, 0, 0.687, 0.509, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.179, 0.402, 0, 0.179, 0.402, 0, 0.179, 0.402, 0, 1
0.833, 0.509, 0, 0.833, 0.509, 0, 0.833, 0.509, 0, 0, 1
0.749, 0.849, 0.353, 0.396, 0.496, 0, 0.396, 0.496, 0, 1, 1
0.697, 0.279, 0.279, 0.418, 0, 0, 0.652, 0.234, 0.234, 1, 1
0.717, 0, 0.581, 0.717, 0, 0.581, 0.99, 0.273, 0.854, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 0.691, 1, 1, 0.423, 0.753, 0.589, 0, 1, 1
0, 0, 0, 0, 0, 0, 0.636, 0.636, 0.636, 1, 0
0, 0.1, 0.529, 0, 0.1, 0.529, 0, 0.1, 0.529, 0, 1
0.402, 0, 0.414, 0.842, 0.44, 0.854, 0.402, 0, 0.414, 1, 1
0, 0.1, 0, 0, 0.1, 0, 0, 0.1, 0, 0, 1
0, 0.922, 0, 0, 0.922, 0, 0.1, 1, 0.1, 1, 1
0.1, 0.978, 0, 0.1, 0.978, 0, 0.1, 0.978, 0, 0, 1
0, 0.417, 0.544, 0, 0.417, 0.544, 0.544, 0.961, 1, 1, 1
0.397, 0.397, 0.397, 0, 0, 0, 0.509, 0.509, 0.509, 1, 0
0, 0.23, 0, 0, 0.23, 0, 0, 0.23, 0, 0, 1
0, 0.1, 0, 0, 0.1, 0, 0, 0.1, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.882, 0, 0.191, 0.882, 0, 0.191, 1, 0.15, 0.341, 1, 1
1, 0.607, 0.709, 1, 0.842, 0.944, 0.471, 0, 0.102, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.36, 0, 0, 0.36, 0, 0, 0.36, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.866, 0.866, 0.866, 0.269, 0.269, 0.269, 1, 0
0.656, 0.656, 1, 0, 0, 0.396, 0.594, 0.594, 0.99, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.364, 0, 0, 0.364, 0, 0.404, 0.768, 0.404, 1, 1
0.399, 0.399, 0.399, 0, 0, 0, 0.663, 0.663, 0.663, 1, 0
0, 0, 0, 0.606, 0.606, 0.606, 0.873, 0.873, 0.873, 1, 0
0.497, 0.56, 0, 0.797, 0.86, 0.3, 0.497, 0.56, 0, 1, 1
0.519, 0.563, 0, 1, 1, 0.976, 0.619, 0.663, 0.1, 1, 1
0.708, 0, 0.472, 0.708, 0, 0.472, 0.708, 0, 0.472, 0, 1
0.751, 0.751, 0.751, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0.541, 0.497, 0.497, 1, 0.1, 0.1, 0.641, 1, 1
0.51, 0.51, 0.51, 0, 0, 0, 0.173, 0.173, 0.173, 1, 0
0.696, 0, 0.1, 1, 0.308, 0.408, 1, 0.435, 0.535, 1, 1
0.876, 0, 0.276, 0.876, 0, 0.276, 0.876, 0, 0.276, 0, 1
0.375, 0, 0, 0.375, 0, 0, 0.375, 0, 0, 0, 1
0.762, 0.862, 0.762, 0.107, 0.207, 0.107, 0, 0.1, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.443, 0, 0, 0.443, 0, 0, 0.443, 0, 0, 0, 1
0, 0, 0, 0.827, 0.827, 0.827, 0.347, 0.347, 0.347, 1, 0
0.1, 0, 0.267, 0.1, 0, 0.267, 0.1, 0, 0.267, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.383, 0, 0.568, 1, 0.692, 1, 0.383, 0, 0.568, 1, 1
0.617, 0.617, 0.617, 0.663, 0.663, 0.663, 0, 0, 0, 1, 0
1, 0.318, 0.927, 0.698, 0, 0.609, 0.82, 0.122, 0.731, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.692, 0.308, 0, 0.692, 0.308, 0, 1, 0.84, 0.532, 1, 1
0.455, 0.67, 0, 0.455, 0.67, 0, 0.666, 0.881, 0.211, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0.1, 0.1, 0, 0, 0, 0.646, 0.646, 0.646, 1, 0
0, 0, 0.639, 0, 0, 0.639, 0, 0, 0.639, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0.1, 0.1, 0.143, 0.143, 0.143, 0, 0, 0, 1, 0
0, 0, 0, 0.5, 0.5, 0.5, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.148, 0.148, 0.148, 0, 0, 0, 0.1, 0.1, 0.1, 1, 0
0.45, 1, 0.782, 0.67, 1, 1, 0, 0.556, 0.332, 1, 1
0.266, 0.266, 0.266, 0, 0, 0, 0, 0, 0, 1, 0
0.4, 0.4, 0.4, 0.37, 0.37, 0.37, 0, 0, 0, 1, 0
0, 0.392, 0.49, 0.237, 0.628, 0.727, 0, 0.392, 0.49, 1, 1
0.776, 0.618, 0, 0.776, 0.618, 0, 0.776, 0.618, 0, 0, 1
0.86, 0, 0, 0.86, 0, 0, 1, 0.864, 0.864, 1, 1
0, 1, 0.711, 0, 1, 0.711, 0, 1, 0.711, 0, 1
0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 1, 0
0.891, 0.891, 0.891, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.2, 0.2, 1, 0, 0, 0.807, 0.284, 0.284, 1, 1, 1
0.115, 0.115, 0.115, 0.849, 0.849, 0.849, 0, 0, 0, 1, 0
0.714, 0.714, 0.714, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0.408, 0.408, 0.408, 0, 0, 0, 1, 0
0, 0.508, 0.47, 0.556, 1, 1, 0, 0.508, 0.47, 1, 1
0.999, 0.839, 0, 0.999, 0.839, 0, 0.999, 0.839, 0, 0, 1
1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1
0.718, 0, 0, 1, 0.386, 0.386, 0.718, 0, 0, 1, 1
0.591, 0, 0, 0.992, 0.401, 0.401, 0.591, 0, 0, 1, 1
0.345, 0.345, 0.345, 0, 0, 0, 0.682, 0.682, 0.682, 1, 0
1, 1, 1, 0.433, 0.831, 1, 0, 0.398, 0.814, 1, 1
0, 0, 0.742, 0, 0, 0.742, 0, 0, 0.742, 0, 1
0, 0, 0, 0.591, 0.591, 0.591, 0, 0, 0, 1, 0
0.903, 0.423, 0, 0.903, 0.423, 0, 0.903, 0.423, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0, 1, 0
0, 0, 0.643, 0, 0, 0.643, 0, 0, 0.643, 0, 1
0, 0, 0, 0, 0, 0, 0.291, 0.291, 0.291, 1, 0
0, 0, 0, 0.909, 0.909, 0.909, 0.51, 0.51, 0.51, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0.485, 0.485, 0.485, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.849, 0.849, 0.849, 0, 0, 0, 1, 0
0.1, 0.317, 0.653, 0.1, 0.317, 0.653, 0, 0.217, 0.553, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.295, 0, 0, 0.295, 0, 0, 0.295, 0, 0, 1
0.112, 0, 0, 0.112, 0, 0, 0.112, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.385, 0, 0, 0.385, 0, 0, 0.385, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.214, 0, 0.509, 0.214, 0, 0.509, 0.88, 0.665, 1, 1, 1
0.223, 0, 0, 0.469, 0.246, 0.246, 0.559, 0.336, 0.336, 1, 1
0.559, 1, 0.559, 0, 0.905, 0, 0, 0.905, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1, 0.542, 0.185, 1, 0.727, 0, 1, 0.542, 1, 1
0.552, 0.425, 0, 1, 1, 0.746, 0.552, 0.425, 0, 1, 1
0, 0, 0, 0.1, 0.1, 0.1, 0.678, 0.678, 0.678, 1, 0
0, 0, 0, 0.902, 0.902, 0.902, 0.963, 0.963, 0.963, 1, 0
0.162, 0, 0, 0.162, 0, 0, 0.162, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0.862, 0.862, 0.862, 1, 0
0.427, 0.427, 0.715, 0, 0, 0.288, 0.1, 0.1, 0.388, 1, 1
0, 0.1, 0.449, 0, 0.1, 0.449, 0, 0.1, 0.449, 0, 1
0.543, 0.763, 0.543, 0, 0.22, 0, 0.772, 0.992, 0.772, 1, 1
0.771, 0, 1, 1, 0.766, 1, 1, 0.526, 1, 1, 1
0, 0.79, 0.375, 0, 0.79, 0.375, 0.362, 1, 0.737, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.817, 0.817, 0.817, 0.245, 0.245, 0.245, 1, 0
0.257, 0, 0.47, 0.49, 0.233, 0.703, 0.257, 0, 0.47, 1, 1
0, 0, 0, 0, 0, 0, 0.204, 0.204, 0.204, 1, 0
0.242, 0.242, 0.852, 0.902, 0.902, 1, 0, 0, 0.61, 1, 1
0.545, 0.377, 0, 1, 1, 0.792, 1, 0.877, 0.501, 1, 1
0, 0, 0, 0.634, 0.634, 0.634, 0, 0, 0, 1, 0
0, 0.166, 0.542, 0.71, 0.876, 1, 0, 0.166, 0.542, 1, 1
0.292, 1, 0.292, 0, 0.721, 0, 0, 0.721, 0, 1, 1
0.858, 0, 0, 0.858, 0, 0, 0.858, 0, 0, 0, 1
0.634, 0, 0.258, 0.634, 0, 0.258, 0.634, 0, 0.258, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.3, 0.3, 0.3, 0, 0, 0, 1, 0
0, 0.464, 0.555, 0, 0.464, 0.555, 0, 0.464, 0.555, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.92, 0, 0.391, 0.92, 0, 0.391, 0.92, 0, 0.391, 0, 1
0.861, 0.501, 0, 0.861, 0.501, 0, 1, 1, 0.596, 1, 1
0.48, 0, 0, 1, 0.763, 0.763, 0.48, 0, 0, 1, 1
0, 0, 0, 0.529, 0.529, 0.529, 0, 0, 0, 1, 0
0, 0.716, 1, 0.136, 0.853, 1, 0.322, 1, 1, 1, 1
0.597, 0.766, 0, 0.597, 0.766, 0, 0.597, 0.766, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0.275, 1, 0, 0.275, 1, 0.427, 0.701, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.666, 0, 0.87, 0.666, 0, 0.87, 0.666, 0, 0.87, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.797, 0, 0, 0.797, 0, 0, 0.797, 0, 1
0.46, 0, 0, 0.46, 0, 0, 0.46, 0, 0, 0, 1
0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1
